Facility ID	Facility Name	Address	City	State	ZIP Code	County Name	Unweighted Normalized Clinical Outcomes Domain Score	Weighted Normalized Clinical Outcomes Domain Score	Unweighted Person and Community Engagement Domain Score	Weighted Person and Community Engagement Domain Score	Unweighted Normalized Safety Domain Score	Weighted Safety Domain Score	Unweighted Normalized Efficiency and Cost Reduction Domain Score	Weighted Efficiency and Cost Reduction Domain Score	Total Performance Score	Location
490040	INOVA ALEXANDRIA HOSPITAL	4320 SEMINARY RD	ALEXANDRIA	VA	22304	Alexandria City	80	20	20	5	68.33333333	17.08333333	20	5	47.08333333	POINT (-77.104437 38.824128)
450617	HCA HOUSTON HEALTHCARE CLEAR LAKE	500 MEDICAL CENTER BLVD	WEBSTER	TX	77598	Harris	67.5	16.875	27	6.75	36.66666667	9.166666667	0	0	32.79166667	POINT (-95.126274 29.541062)
390102	UPMC ST MARGARET	815 FREEPORT ROAD	PITTSBURGH	PA	15215	Allegheny	72.5	18.125	25	6.25	40	10	10	2.5	36.875	POINT (-79.896038 40.487472)
310015	MORRISTOWN MEDICAL CENTER	100 MADISON AVE	MORRISTOWN	NJ	7960	Morris	100	25	26	6.5	36.66666667	9.166666667	0	0	40.66666667	POINT (-74.464855 40.787896)
370158	PURCELL MUNICIPAL HOSPITAL	1500 NORTH GREEN AVENUE	PURCELL	OK	73080	McClain	30	10	42	14	Not Available	Not Available	30	10	34	POINT (-97.365753 35.028408)
60012	CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER	1008 MINNEQUA AVE	PUEBLO	CO	81004	Pueblo	65	16.25	26	6.5	50	12.5	0	0	35.25	POINT (-104.622789 38.233211)
340148	NOVANT HEALTH MEDICAL PARK HOSPITAL	1950 S HAWTHORNE RD	WINSTON-SALEM	NC	27103	Forsyth	Not Available	Not Available	72	24	60	20	60	20	64	POINT (-80.295715 36.078159)
390304	ROXBOROUGH MEMORIAL HOSPITAL	5800 RIDGE AVE	PHILADELPHIA	PA	19128	Philadelphia	95	31.66666667	14	4.666666667	Not Available	Not Available	0	0	36.33333333	POINT (-75.21028 40.028518)
10090	PROVIDENCE HOSPITAL	6801 AIRPORT BOULEVARD	MOBILE	AL	36608	Mobile	42.5	10.625	21	5.25	35	8.75	0	0	24.625	POINT (-88.198329 30.681690000000003)
360170	BERGER HOSPITAL	600 NORTH PICKAWAY STREET	CIRCLEVILLE	OH	43113	Pickaway	26.66666667	6.666666667	44	11	35	8.75	30	7.5	33.91666667	POINT (-82.937747 39.610281)
310001	HACKENSACK UNIVERSITY MEDICAL CENTER	30 PROSPECT AVE	HACKENSACK	NJ	7601	Bergen	100	25	15	3.75	23.33333333	5.833333333	0	0	34.58333333	POINT (-74.057954 40.884032)
230118	MCLAREN THUMB REGION	1100 SOUTH VAN DYKE ROAD	BAD AXE	MI	48413	Huron	82.5	20.625	41	10.25	65	16.25	90	22.5	69.625	POINT (-83.030815 43.802234000000006)
330234	WESTCHESTER MEDICAL CENTER	100 WOODS RD	VALHALLA	NY	10595	Westchester	55	13.75	5	1.25	31.66666667	7.916666667	0	0	22.91666667	POINT (-73.803897 41.08768)
490066	SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER	100 SENTARA CIRCLE	WILLIAMSBURG	VA	23188	James City	70	17.5	31	7.75	73.33333333	18.33333333	60	15	58.58333333	POINT (-76.742161 37.335033)
450644	HCA HOUSTON HEALTHCARE WEST	12141 RICHMOND AVE	HOUSTON	TX	77082	Harris	60	15	23	5.75	58.33333333	14.58333333	0	0	35.33333333	POINT (-95.59475 29.730314000000003)
230029	ST JOSEPH MERCY OAKLAND	44405 WOODWARD AVE	PONTIAC	MI	48341	Oakland	80	20	20	5	68.33333333	17.08333333	10	2.5	44.58333333	POINT (-83.2751 42.614943)
330046	MOUNT SINAI WEST	1000 TENTH AVENUE	NEW YORK	NY	10019	New York	77.5	19.375	17	4.25	53.33333333	13.33333333	0	0	36.95833333	POINT (-73.987846 40.770129)
280130	CHI HEALTH LAKESIDE	16901 LAKESIDE HILLS CT	OMAHA	NE	68130	Douglas	90	22.5	23	5.75	55	13.75	20	5	47	POINT (-96.180532 41.23904000000001)
10061	HIGHLANDS MEDICAL CENTER	380 WOODS COVE ROAD	SCOTTSBORO	AL	35768	Jackson	40	10	19	4.75	10	2.5	30	7.5	24.75	POINT (-86.047116 34.661254)
230093	SPECTRUM HEALTH BIG RAPIDS HOSPITAL	605 OAK STREET	BIG RAPIDS	MI	49307	Mecosta	50	12.5	53	13.25	100	25	70	17.5	68.25	POINT (-85.475763 43.693126)
360131	ALLIANCE COMMUNITY HOSPITAL	200 EAST STATE STREET	ALLIANCE	OH	44601	Stark	33.33333333	11.11111111	55	18.33333333	Not Available	Not Available	0	0	29.44444444	POINT (-81.102736 40.901679)
100288	ST MARY'S MEDICAL CENTER	901 45TH ST	WEST PALM BEACH	FL	33407	Palm Beach	50	12.5	11	2.75	18	4.5	0	0	19.75	POINT (-80.062803 26.753208)
50225	ADVENTIST HEALTH FEATHER RIVER	5974 PENTZ ROAD	PARADISE	CA	95969	Butte	65	16.25	21	5.25	72.5	18.125	40	10	49.625	POINT (-121.572305 39.756161)
520049	BELLIN MEMORIAL HOSPITAL	744 S WEBSTER AVE	GREEN BAY	WI	54305	Brown	50	12.5	56	14	60	15	30	7.5	49	POINT (-88.010631 44.502001)
50688	ST LOUISE REGIONAL HOSPITAL	9400 NO NAME UNO	GILROY	CA	95020	Santa Clara	50	12.5	28	7	72.5	18.125	30	7.5	45.125	POINT (-121.573038 37.03511)
330057	ST PETER'S HOSPITAL	315 SOUTH MANNING BOULEVARD	ALBANY	NY	12208	Albany	77.5	19.375	13	3.25	48.33333333	12.08333333	40	10	44.70833333	POINT (-73.802382 42.660176)
10130	ST VINCENT'S ST CLAIR	7063 VETERANS PARKWAY	PELL CITY	AL	35125	Saint Clair	45	15	63	21	Not Available	Not Available	30	10	46	POINT (-86.30238 33.605568)
180045	ST ELIZABETH FLORENCE	4900 HOUSTON ROAD	FLORENCE	KY	41042	Boone	80	20	40	10	46	11.5	0	0	41.5	POINT (-84.63279 39.017615)
260048	TRUMAN MEDICAL CENTER HOSPITAL HILL	2301 HOLMES STREET	KANSAS CITY	MO	64108	Jackson	60	15	17	4.25	35	8.75	60	15	43	POINT (-94.575799 39.084815)
110125	FAIRVIEW PARK HOSPITAL	200 INDUSTRIAL BOULEVARD	DUBLIN	GA	31021	Laurens	67.5	16.875	43	10.75	48	12	20	5	44.625	POINT (-82.950571 32.53429)
230222	MIDMICHIGAN MEDICAL CENTER-MIDLAND	4000 WELLNESS DRIVE	MIDLAND	MI	48670	Midland	60	15	28	7	28.33333333	7.083333333	20	5	34.08333333	POINT (-84.261689 43.635617)
10035	CULLMAN REGIONAL MEDICAL CENTER	1912 ALABAMA HIGHWAY 157	CULLMAN	AL	35058	Cullman	25	6.25	18	4.5	48.33333333	12.08333333	0	0	22.83333333	POINT (-86.805641 34.198587)
330241	UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER	750 EAST ADAMS STREET	SYRACUSE	NY	13210	Onondaga	75	18.75	24	6	40	10	0	0	34.75	POINT (-76.139323 43.042677)
500119	MULTICARE VALLEY HOSPITAL	12606 EAST MISSION AVENUE	SPOKANE	WA	99216	Spokane	16.66666667	4.166666667	22	5.5	38.33333333	9.583333333	0	0	19.25	POINT (-117.23586800000001 47.67164700000001)
450124	DELL SETON  MED CENTER AT THE UNIVERSITY OF TX	601 E 15TH STREET	AUSTIN	TX	78701	Travis	50	12.5	35	8.75	2	0.5	0	0	21.75	POINT (-97.732977 30.275055000000002)
100113	UF HEALTH SHANDS HOSPITAL	1600 SW ARCHER RD	GAINESVILLE	FL	32610	Alachua	85	21.25	27	6.75	28.33333333	7.083333333	0	0	35.08333333	POINT (-82.343325 29.639223)
340129	LAKE NORMAN REGIONAL MEDICAL CENTER	171 FAIRVIEW ROAD	MOORESVILLE	NC	28117	Iredell	60	15	17	4.25	60	15	40	10	44.25	POINT (-80.852939 35.547748)
260105	SSM HEALTH SAINT LOUIS UNIVERSITY HOSPITAL	3635 VISTA AVE	SAINT LOUIS	MO	63110	Saint Louis City	50	12.5	11	2.75	20	5	0	0	20.25	POINT (-90.239052 38.622459)
380002	ASANTE THREE RIVERS MEDICAL CENTER	500 SW RAMSEY AVENUE	GRANTS PASS	OR	97527	Josephine	70	17.5	29	7.25	43.33333333	10.83333333	60	15	50.58333333	POINT (-123.341495 42.420437)
390048	GEISINGER-LEWISTOWN HOSPITAL	400 HIGHLAND AVENUE	LEWISTOWN	PA	17044	Mifflin	57.5	14.375	37	9.25	40	10	10	2.5	36.125	POINT (-77.567402 40.617853)
50057	KAWEAH DELTA MEDICAL CENTER	400 W MINERAL KING AVE	VISALIA	CA	93291	Tulare	52.5	13.125	13	3.25	20	5	20	5	26.375	POINT (-119.29417200000002 36.327415)
530012	WYOMING MEDICAL CENTER	1233 EAST 2ND ST	CASPER	WY	82601	Natrona	37.5	9.375	17	4.25	90	22.5	0	0	36.125	POINT (-106.308753 42.848718)
340047	NORTH CAROLINA BAPTIST HOSPITAL	MEDICAL CENTER BOULEVARD	WINSTON-SALEM	NC	27157	Forsyth	62.5	15.625	30	7.5	22	5.5	20	5	33.625	
330151	ST JAMES MERCY HOSPITAL	411 CANISTEO STREET	HORNELL	NY	14843	Steuben	45	15	38	12.66666667	Not Available	Not Available	80	26.66666667	54.33333333	POINT (-77.660142 42.314575)
230273	DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER	4201 ST ANTOINE ST - 2C	DETROIT	MI	48201	Wayne	57.5	14.375	24	6	18	4.5	0	0	24.875	
520087	GUNDERSEN LUTHERAN MEDICAL CENTER	1910 SOUTH AVE	LA CROSSE	WI	54601	La Crosse	57.5	14.375	74	18.5	55	13.75	10	2.5	49.125	POINT (-91.246219 43.794748)
110109	EMANUEL MEDICAL CENTER	117 KITE ROAD	SWAINSBORO	GA	30401	Emanuel	55	18.33333333	72	24	Not Available	Not Available	80	26.66666667	69	POINT (-82.346552 32.59321)
450163	CHRISTUS SPOHN HOSPITAL KLEBERG	1311 EAST GENERAL CAVAZOS BLVD	KINGSVILLE	TX	78363	Kleberg	43.33333333	10.83333333	19	4.75	60	15	0	0	30.58333333	POINT (-97.849831 27.491416)
140018	MT SINAI HOSPITAL MEDICAL CENTER	15TH STREET AT CALIFORNIA	CHICAGO	IL	60608	Cook	60	15	8	2	23.33333333	5.833333333	0	0	22.83333333	
440156	PARKRIDGE MEDICAL CENTER	2333 MCCALLIE AVE	CHATTANOOGA	TN	37404	Hamilton	47.5	11.875	34	8.5	46.66666667	11.66666667	0	0	32.04166667	POINT (-85.26886 35.033739)
50599	UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER	2315 STOCKTON BOULEVARD	SACRAMENTO	CA	95817	Sacramento	97.5	24.375	27	6.75	30	7.5	30	7.5	46.125	POINT (-121.45753500000001 38.554375)
90004	MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL	3800 RESERVOIR RD	WASHINGTON	DC	20007	District of Columbia	52.5	13.125	40	10	33.33333333	8.333333333	0	0	31.45833333	POINT (-77.074388 38.912599)
360086	MERCY HEALTH - SPRINGFIELD REGIONAL MEDICAL CENTER	100 MEDICAL CENTER DRIVE	SPRINGFIELD	OH	45504	Clark	66.66666667	16.66666667	13	3.25	60	15	0	0	34.91666667	POINT (-83.81574 39.927624)
30111	BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS	2800 EAST AJO WAY	TUCSON	AZ	85713	Pima	80	20	24	6	40	10	40	10	46	POINT (-110.930891 32.177882)
670034	SCOTT & WHITE HOSPITAL-ROUND ROCK	300 UNIVERSITY BLVD	ROUND ROCK	TX	78664	Williamson	90	22.5	44	11	44	11	0	0	44.5	POINT (-97.684909 30.560291)
360175	CLINTON MEMORIAL HOSPITAL	610 WEST MAIN STREET	WILMINGTON	OH	45177	Clinton	35	8.75	21	5.25	50	12.5	0	0	26.5	POINT (-83.839406 39.445542)
490007	SENTARA NORFOLK GENERAL HOSPITAL	600 GRESHAM DR	NORFOLK	VA	23507	Norfolk City	73.33333333	18.33333333	36	9	50	12.5	20	5	44.83333333	POINT (-76.30482 36.859728)
240071	DISTRICT ONE HOSPITAL	200 STATE AVENUE	FARIBAULT	MN	55021	Rice	45	11.25	41	10.25	50	12.5	50	12.5	46.5	POINT (-93.25602200000002 44.288715)
450809	NORTH AUSTIN MEDICAL CENTER	12221 MOPAC EXPRESSWAY NORTH	AUSTIN	TX	78758	Travis	62.5	15.625	38	9.5	51.66666667	12.91666667	0	0	38.04166667	POINT (-97.708113 30.412144)
360072	FAIRFIELD MEDICAL CENTER	401 NORTH EWING STREET	LANCASTER	OH	43130	Fairfield	47.5	11.875	31	7.75	25	6.25	20	5	30.875	POINT (-82.576653 39.717197)
230117	ASCENSION BORGESS HOSPITAL	1521 GULL ROAD	KALAMAZOO	MI	49048	Kalamazoo	62.5	15.625	21	5.25	48.33333333	12.08333333	30	7.5	40.45833333	POINT (-85.56142500000001 42.304759)
440009	CUMBERLAND MEDICAL CENTER	421 S MAIN ST	CROSSVILLE	TN	38555	Cumberland	60	15	22	5.5	60	15	20	5	40.5	POINT (-85.023007 35.942713)
100150	LOWER KEYS MEDICAL CENTER	5900 COLLEGE ROAD	KEY WEST	FL	33040	Monroe	62.5	15.625	25	6.25	27.5	6.875	0	0	28.75	POINT (-81.743688 24.581573)
240056	RIDGEVIEW MEDICAL CENTER	500 SOUTH MAPLE STREET	WACONIA	MN	55387	Carver	42.5	10.625	47	11.75	25	6.25	40	10	38.625	POINT (-93.790772 44.843306)
100228	WESTSIDE REGIONAL MEDICAL CENTER	8201 W BROWARD BLVD	PLANTATION	FL	33324	Broward	60	15	11	2.75	36	9	0	0	26.75	POINT (-80.258429 26.120882)
140150	UNIVERSITY OF ILLINOIS HOSPITAL	1740 WEST TAYLOR ST SUITE 1400	CHICAGO	IL	60612	Cook	80	20	18	4.5	30	7.5	0	0	32	POINT (-87.67052900000002 41.869224)
300017	PARKLAND MEDICAL CENTER	1 PARKLAND DRIVE	DERRY	NH	3038	Rockingham	70	17.5	24	6	45	11.25	20	5	39.75	POINT (-71.317578 42.875825)
440180	"JELLICO MEDICAL CENTER, INC"	188 HOSPITAL LANE	JELLICO	TN	37762	Campbell	30	10	41	13.66666667	Not Available	Not Available	40	13.33333333	37	POINT (-84.12724 36.573619)
150044	BAPTIST HEALTH FLOYD	1850 STATE ST	NEW ALBANY	IN	47150	Floyd	35	8.75	18	4.5	65	16.25	0	0	29.5	POINT (-85.83508 38.300506)
110069	HOUSTON MEDICAL CENTER	1601 WATSON BOULEVARD	WARNER ROBINS	GA	31093	Houston	70	17.5	15	3.75	63.33333333	15.83333333	0	0	37.08333333	POINT (-83.62941 32.618198)
110233	SOUTHEASTERN REGIONAL MEDICAL CENTER	600 CELEBRATE LIFE PARKWAY	NEWNAN	GA	30265	Coweta	Not Available	Not Available	82	27.33333333	55	18.33333333	0	0	45.66666667	POINT (-84.757419 33.386391)
140064	ST MARY MEDICAL CENTER	3333 NORTH SEMINARY	GALESBURG	IL	61401	Knox	57.5	14.375	30	7.5	80	20	10	2.5	44.375	POINT (-90.363609 40.98702)
40011	CHAMBERS MEMORIAL HOSPITAL	719 DETROIT STREET	DANVILLE	AR	72833	Yell	63.33333333	21.11111111	54	18	Not Available	Not Available	100	33.33333333	72.44444444	POINT (-93.388543 35.054823)
50502	SAINT VINCENT MEDICAL CENTER	2131 W 3RD ST	LOS ANGELES	CA	90057	Los Angeles	92.5	23.125	7	1.75	26	6.5	10	2.5	33.875	POINT (-118.27366499999998 34.06319)
520136	ASCENSION SE WISCONSIN HOSPITAL - ST JOSEPH CAMPUS	5000 W CHAMBERS ST	MILWAUKEE	WI	53210	Milwaukee	50	12.5	29	7.25	46.66666667	11.66666667	0	0	31.41666667	POINT (-87.9761 43.073465)
360009	LIMA MEMORIAL HEALTH SYSTEM	1001 BELLEFONTAINE AVENUE	LIMA	OH	45804	Allen	55	13.75	29	7.25	66.66666667	16.66666667	0	0	37.66666667	POINT (-84.08771300000001 40.735602)
240030	ALOMERE HEALTH	111 17TH AVENUE EAST	ALEXANDRIA	MN	56308	Douglas	50	12.5	46	11.5	32.5	8.125	50	12.5	44.625	POINT (-95.37638 45.872669)
230180	MIDMICHIGAN MEDICAL CENTER-CLARE	703 N MCEWAN ST	CLARE	MI	48617	Clare	10	3.333333333	71	23.66666667	Not Available	Not Available	80	26.66666667	53.66666667	POINT (-84.768349 43.820724)
420080	HILTON HEAD REGIONAL MEDICAL CENTER	25 HOSPITAL CENTER BLVD	HILTON HEAD ISLAND	SC	29925	Beaufort	70	17.5	24	6	58	14.5	0	0	38	POINT (-80.7125 32.21932)
310118	HUDSON REGIONAL HOSPITAL	55 MEADOWLANDS PKWY	SECAUCUS	NJ	7094	Hudson	63.33333333	15.83333333	18	4.5	65	16.25	30	7.5	44.08333333	POINT (-74.072099 40.791805)
270003	ST PETERS HOSPITAL	2475 BROADWAY	HELENA	MT	59601	Lewis and Clark	72.5	18.125	43	10.75	38.33333333	9.583333333	60	15	53.45833333	
490141	SPOTSYLVANIA REGIONAL MEDICAL CENTER	4600 SPOTSYLVANIA PARKWAY	FREDERICKSBURG	VA	22408	Spotsylvania	52.5	13.125	26	6.5	40	10	0	0	29.625	POINT (-77.49645 38.219496)
460057	PARK CITY HOSPITAL	900 ROUND VALLEY DRIVE	PARK CITY	UT	84060	Summit	80	20	62	15.5	60	15	40	10	60.5	POINT (-111.468952 40.68769700000001)
360016	THE JEWISH HOSPITAL-MERCY HEALTH	4777 EAST GALBRAITH ROAD	CINCINNATI	OH	45236	Hamilton	80	20	37	9.25	26	6.5	0	0	35.75	POINT (-84.380372 39.20677)
150076	SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH	1915 LAKE AVE	PLYMOUTH	IN	46563	Marshall	27.5	6.875	36	9	50	12.5	0	0	28.375	POINT (-86.331756 41.335555)
50541	KAISER FOUNDATION HOSPITAL - REDWOOD CITY	1100 VETERANS BOULEVARD	REDWOOD CITY	CA	94063	San Mateo	Not Available	Not Available	36	12	44	14.66666667	10	3.333333333	30	POINT (-122.224682 37.489693)
220066	MERCY MEDICAL CTR	271 CAREW STREET	SPRINGFIELD	MA	1104	Hampden	50	12.5	24	6	61.66666667	15.41666667	20	5	38.91666667	POINT (-72.595442 42.11587800000001)
380018	ASANTE ROGUE REGIONAL MEDICAL CENTER	2825 E BARNETT ROAD	MEDFORD	OR	97504	Jackson	85	21.25	33	8.25	66.66666667	16.66666667	40	10	56.16666667	POINT (-122.83044300000002 42.316483)
460004	MCKAY DEE HOSPITAL	4401 HARRISON BOULEVARD	OGDEN	UT	84403	Weber	55	13.75	31	7.75	56.66666667	14.16666667	10	2.5	38.16666667	POINT (-111.94911800000001 41.182796)
390233	UPMC PINNACLE HANOVER	300 HIGHLAND AVE	HANOVER	PA	17331	York	25	6.25	47	11.75	25	6.25	0	0	24.25	POINT (-76.983731 39.807981)
50077	SCRIPPS MERCY HOSPITAL	4077 5TH AVE	SAN DIEGO	CA	92103	San Diego	60	15	18	4.5	40	10	0	0	29.5	POINT (-117.161024 32.751211)
270049	ST VINCENT HEALTHCARE	1233 N 30TH ST	BILLINGS	MT	59101	Yellowstone	47.5	11.875	43	10.75	56.66666667	14.16666667	20	5	41.79166667	POINT (-108.520281 45.793166)
180050	HARLAN ARH HOSPITAL	81 BALL PARK ROAD	HARLAN	KY	40831	Harlan	56.66666667	14.16666667	15	3.75	75	18.75	50	12.5	49.16666667	POINT (-83.313105 36.810183)
190140	FRANKLIN MEDICAL CENTER	2106 LOOP ROAD	WINNSBORO	LA	71295	Franklin	35	11.66666667	62	20.66666667	Not Available	Not Available	0	0	32.33333333	POINT (-91.705234 32.15888)
150115	MEMORIAL HOSPITAL AND HEALTH CARE CENTER	800 W 9TH ST	JASPER	IN	47546	Dubois	30	7.5	71	17.75	46.66666667	11.66666667	30	7.5	44.41666667	POINT (-86.941281 38.393743)
500008	UNIVERSITY OF WASHINGTON MEDICAL CTR	1959 NE PACIFIC ST  BOX 356151	SEATTLE	WA	98195	King	60	15	59	14.75	38.33333333	9.583333333	0	0	39.33333333	POINT (-122.307482 47.65050600000001)
450235	MEMORIAL HOSPITAL	1110 NORTH SARAH DEWITT DRIVE	GONZALES	TX	78629	Gonzales	60	20	60	20	Not Available	Not Available	0	0	40	POINT (-97.428868 29.515894999999997)
100055	ADVENTHEALTH NORTH PINELLAS	1395 S PINELLAS AVE	TARPON SPRINGS	FL	34689	Pinellas	62.5	15.625	30	7.5	90	22.5	10	2.5	48.125	POINT (-82.758576 28.13314)
60103	CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL	100 HEALTH PARK DR	LOUISVILLE	CO	80027	Boulder	52.5	13.125	52	13	56.66666667	14.16666667	10	2.5	42.79166667	POINT (-105.149154 39.950847)
40137	ST VINCENT MEDICAL CENTER/NORTH	2215 WILDWOOD AVENUE	SHERWOOD	AR	72120	Pulaski	53.33333333	17.77777778	31	10.33333333	Not Available	Not Available	0	0	28.11111111	POINT (-92.207514 34.814378)
670004	ST MARKS MEDICAL CENTER	ONE ST MARK'S PLACE	LA GRANGE	TX	78945	Fayette	26.66666667	8.888888889	52	17.33333333	Not Available	Not Available	10	3.333333333	29.55555556	
310041	COMMUNITY MEDICAL CENTER	99 RT 37 WEST	TOMS RIVER	NJ	8755	Ocean	47.5	11.875	15	3.75	25	6.25	0	0	21.875	POINT (-74.21449 39.965083)
450677	TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH	11801 SOUTH FREEWAY	BURLESON	TX	76028	Johnson	57.5	14.375	42	10.5	43.33333333	10.83333333	40	10	45.70833333	POINT (-97.319102 32.585454)
360259	BAY PARK COMMUNITY HOSPITAL	2801 BAY PARK DRIVE	OREGON	OH	43616	Lucas	76.66666667	19.16666667	37	9.25	37.5	9.375	30	7.5	45.29166667	POINT (-83.4787 41.6183)
140103	ST BERNARD HOSPITAL	326 W 64TH ST	CHICAGO	IL	60621	Cook	100	25	12	3	55	13.75	0	0	41.75	POINT (-87.63327300000002 41.778114)
520206	AURORA MEDICAL CENTER SUMMIT	36500 AURORA DRIVE	SUMMIT	WI	53066	Waukesha	50	12.5	65	16.25	48	12	30	7.5	48.25	POINT (-88.467732 43.063611)
150011	MARION GENERAL HOSPITAL	441 N WABASH AVE	MARION	IN	46952	Grant	72.5	18.125	31	7.75	66.66666667	16.66666667	10	2.5	45.04166667	POINT (-85.665139 40.563853)
100087	SARASOTA MEMORIAL HOSPITAL	1700 S TAMIAMI TRL	SARASOTA	FL	34239	Sarasota	77.5	19.375	29	7.25	31.66666667	7.916666667	0	0	34.54166667	POINT (-82.52968700000001 27.318268000000003)
340144	DAVIS REGIONAL MEDICAL CENTER	218 OLD MOCKSBVILLE RD PO BOX 1823	STATESVILLE	NC	28687	Iredell	50	12.5	17	4.25	85	21.25	30	7.5	45.5	
670053	ST LUKE'S SUGAR LAND HOSPITAL	1317 LAKE POINTE PARKWAY	SUGAR LAND	TX	77478	Fort Bend	65	16.25	24	6	46	11.5	10	2.5	36.25	POINT (-95.621328 29.60496)
100264	OAK HILL HOSPITAL	11375 CORTEZ BLVD	BROOKSVILLE	FL	34613	Hernando	55	13.75	19	4.75	41.66666667	10.41666667	0	0	28.91666667	POINT (-82.534495 28.533305)
140185	MEMORIAL HOSPITAL	4500 MEMORIAL DRIVE	BELLEVILLE	IL	62226	Saint Clair	77.5	19.375	34	8.5	36.66666667	9.166666667	30	7.5	44.54166667	POINT (-90.021168 38.550533)
360143	MARYMOUNT HOSPITAL	12300 MCCRACKEN ROAD	GARFIELD HEIGHTS	OH	44125	Cuyahoga	100	25	28	7	26	6.5	0	0	38.5	POINT (-81.598271 41.422416)
250095	SOUTH SUNFLOWER COUNTY HOSPITAL	121 E BAKER ST	INDIANOLA	MS	38751	Sunflower	36.66666667	12.22222222	Not Available	Not Available	100	33.33333333	70	23.33333333	68.88888889	POINT (-90.65024 33.457234)
420038	PRISMA HEALTH LAURENS COUNTY HOSPITAL	22725 HIGHWAY 76 EAST	CLINTON	SC	29325	Laurens	60	15	43	10.75	80	20	40	10	55.75	POINT (-81.941152 34.479718)
450639	TEXAS HEALTH HEB	1600 HOSPITAL PARKWAY	BEDFORD	TX	76022	Tarrant	45	11.25	24	6	28.33333333	7.083333333	0	0	24.33333333	POINT (-97.125241 32.833513)
180132	LAKE CUMBERLAND REGIONAL HOSPITAL	305 LANGDON STREET	SOMERSET	KY	42503	Pulaski	67.5	16.875	17	4.25	63.33333333	15.83333333	30	7.5	44.45833333	POINT (-84.617956 37.086576)
300020	SOUTHERN NH MEDICAL CENTER	8 PROSPECT STREET	NASHUA	NH	3060	Hillsborough	50	12.5	28	7	35	8.75	0	0	28.25	POINT (-71.461229 42.756061)
50069	ST JOSEPH HOSPITAL	1100 WEST STEWART DR	ORANGE	CA	92868	Orange	52.5	13.125	45	11.25	31.66666667	7.916666667	0	0	32.29166667	POINT (-117.86609300000002 33.782399)
10046	RIVERVIEW REGIONAL MEDICAL CENTER	600 SOUTH THIRD STREET	GADSDEN	AL	35901	Etowah	92.5	23.125	37	9.25	76	19	20	5	56.375	POINT (-86.004086 34.003811000000006)
190274	OCHSNER MEDICAL CENTER-KENNER	180 WEST ESPLANADE AVENUE	KENNER	LA	70065	Jefferson	62.5	15.625	28	7	56.66666667	14.16666667	0	0	36.79166667	POINT (-90.27294 30.02322)
230075	BRONSON BATTLE CREEK HOSPITAL	300 NORTH AVENUE	BATTLE CREEK	MI	49017	Calhoun	42.5	10.625	34	8.5	41.66666667	10.41666667	40	10	39.54166667	POINT (-85.180404 42.330618)
230132	HURLEY MEDICAL CENTER	ONE HURLEY PLAZA	FLINT	MI	48503	Genesee	52.5	13.125	11	2.75	33.33333333	8.333333333	10	2.5	26.70833333	
390067	PINNACLE HEALTH HOSPITALS	409 SOUTH SECOND STREET	HARRISBURG	PA	17105	Dauphin	67.5	16.875	32	8	36.66666667	9.166666667	0	0	34.04166667	POINT (-76.875329 40.256258)
490116	LEWISGALE HOSPITAL PULASKI	2400 LEE HIGHWAY	PULASKI	VA	24301	Pulaski	57.5	19.16666667	52	17.33333333	Not Available	Not Available	0	0	36.5	POINT (-80.758807 37.068744)
240047	ST LUKES HOSPITAL	915 EAST 1ST STREET	DULUTH	MN	55805	Saint Louis	42.5	10.625	26	6.5	20	5	0	0	22.125	POINT (-92.087038 46.797027)
330235	AUBURN  COMMUNITY  HOSPITAL	17 LANSING STREET	AUBURN	NY	13021	Cayuga	52.5	13.125	15	3.75	66.66666667	16.66666667	50	12.5	46.04166667	POINT (-76.564607 42.940761)
50772	KAISER FOUNDATION HOSPITAL - ROSEVILLE	1600 EUREKA ROAD	ROSEVILLE	CA	95661	Placer	Not Available	Not Available	17	5.666666667	43.33333333	14.44444444	100	33.33333333	53.44444444	POINT (-121.247166 38.746698)
140231	EDWARD HOSPITAL	801 SOUTH WASHINGTON	NAPERVILLE	IL	60540	DuPage	100	25	34	8.5	16.66666667	4.166666667	10	2.5	40.16666667	POINT (-88.149239 41.761426)
360134	GOOD SAMARITAN HOSPITAL	375 DIXMYTH AVENUE	CINCINNATI	OH	45220	Hamilton	67.5	16.875	43	10.75	58.33333333	14.58333333	0	0	42.20833333	POINT (-84.52227 39.140612)
280111	COLUMBUS COMMUNITY HOSPITAL	4600 38TH ST	COLUMBUS	NE	68601	Platte	46.66666667	11.66666667	57	14.25	75	18.75	10	2.5	47.16666667	POINT (-97.3849 41.453273)
